timestamp,signal,value,label,true_ttf
29274,heap_free,192,faulty,0.075
29274,heap_used,7920,faulty,
29274,loop_latency,0,faulty,
29374,heap_free,192,faulty,0.075
29374,heap_used,7920,faulty,
29374,loop_latency,0,faulty,
29475,heap_free,192,faulty,0.075
29475,heap_used,7920,faulty,
29475,loop_latency,0,faulty,
29575,heap_free,192,faulty,0.075
29575,heap_used,7920,faulty,
29576,loop_latency,1,faulty,
29676,heap_free,192,faulty,0.075
29676,heap_used,7920,faulty,
29676,loop_latency,0,faulty,
29777,heap_free,192,faulty,0.075
29777,heap_used,7920,faulty,
29777,loop_latency,0,faulty,
29877,heap_free,192,faulty,0.075
29877,heap_used,7920,faulty,
29877,loop_latency,0,faulty,
29978,heap_free,192,faulty,0.075
29978,heap_used,7920,faulty,
29978,loop_latency,0,faulty,
30078,heap_free,192,faulty,0.075
30078,heap_used,7920,faulty,
30079,loop_latency,1,faulty,
30179,heap_free,192,faulty,0.075
30179,heap_used,7920,faulty,
30179,loop_latency,0,faulty,
30280,heap_free,192,faulty,0.075
30280,heap_used,7920,faulty,
30280,loop_latency,0,faulty,
30380,heap_free,192,faulty,0.075
30380,heap_used,7920,faulty,
30380,loop_latency,0,faulty,
30481,heap_free,192,faulty,0.075
30481,heap_used,7920,faulty,
30481,loop_latency,0,faulty,
30581,heap_free,192,faulty,0.075
30581,heap_used,7920,faulty,
30582,loop_latency,1,faulty,
30682,heap_free,192,faulty,0.075
30682,heap_used,7920,faulty,
30682,loop_latency,0,faulty,
30783,heap_free,192,faulty,0.075
30783,heap_used,7920,faulty,
30783,loop_latency,0,faulty,
30883,heap_free,192,faulty,0.075
30883,heap_used,7920,faulty,
30883,loop_latency,0,faulty,
30984,heap_free,192,faulty,0.075
30984,heap_used,7920,faulty,
30984,loop_latency,0,faulty,
31084,heap_free,192,faulty,0.075
31084,heap_used,7920,faulty,
31085,loop_latency,1,faulty,
31185,heap_free,192,faulty,0.075
31185,heap_used,7920,faulty,
31185,loop_latency,0,faulty,
31286,heap_free,192,faulty,0.075
31286,heap_used,7920,faulty,
31286,loop_latency,0,faulty,
31386,heap_free,192,faulty,0.075
31386,heap_used,7920,faulty,
31386,loop_latency,0,faulty,
31487,heap_free,192,faulty,0.075
31487,heap_used,7920,faulty,
31487,loop_latency,0,faulty,
31587,heap_free,192,faulty,0.075
31587,heap_used,7920,faulty,
31588,loop_latency,1,faulty,
31688,heap_free,192,faulty,0.075
31688,heap_used,7920,faulty,
31688,loop_latency,0,faulty,
31789,heap_free,192,faulty,0.075
31789,heap_used,7920,faulty,
31789,loop_latency,0,faulty,
31889,heap_free,192,faulty,0.075
31889,heap_used,7920,faulty,
31889,loop_latency,0,faulty,
31990,heap_free,192,faulty,0.075
31990,heap_used,7920,faulty,
31990,loop_latency,0,faulty,
32090,heap_free,192,faulty,0.075
32090,heap_used,7920,faulty,
32091,loop_latency,1,faulty,
32191,heap_free,192,faulty,0.075
32191,heap_used,7920,faulty,
32191,loop_latency,0,faulty,
32292,heap_free,192,faulty,0.075
32292,heap_used,7920,faulty,
32292,loop_latency,0,faulty,
32392,heap_free,192,faulty,0.075
32392,heap_used,7920,faulty,
32392,loop_latency,0,faulty,
32493,heap_free,192,faulty,0.075
32493,heap_used,7920,faulty,
32493,loop_latency,0,faulty,
32593,heap_free,192,faulty,0.075
32593,heap_used,7920,faulty,
32594,loop_latency,1,faulty,
32694,heap_free,192,faulty,0.075
32694,heap_used,7920,faulty,
32694,loop_latency,0,faulty,
32795,heap_free,192,faulty,0.075
32795,heap_used,7920,faulty,
32795,loop_latency,0,faulty,
32895,heap_free,192,faulty,0.075
32895,heap_used,7920,faulty,
32895,loop_latency,0,faulty,
32996,heap_free,192,faulty,0.075
32996,heap_used,7920,faulty,
32996,loop_latency,0,faulty,
33096,heap_free,192,faulty,0.075
33096,heap_used,7920,faulty,
33097,loop_latency,1,faulty,
33197,heap_free,192,faulty,0.075
33197,heap_used,7920,faulty,
33197,loop_latency,0,faulty,
33298,heap_free,192,faulty,0.075
33298,heap_used,7920,faulty,
33298,loop_latency,0,faulty,
33398,heap_free,192,faulty,0.075
33398,heap_used,7920,faulty,
33398,loop_latency,0,faulty,
33499,heap_free,192,faulty,0.075
33499,heap_used,7920,faulty,
33499,loop_latency,0,faulty,
33599,heap_free,192,faulty,0.075
33599,heap_used,7920,faulty,
33600,loop_latency,1,faulty,
33700,heap_free,192,faulty,0.075
33700,heap_used,7920,faulty,
33700,loop_latency,0,faulty,
33801,heap_free,192,faulty,0.075
33801,heap_used,7920,faulty,
33801,loop_latency,0,faulty,
33901,heap_free,192,faulty,0.075
33901,heap_used,7920,faulty,
33902,loop_latency,0,faulty,
