timestamp,signal,value,label,true_ttf
13077,loop_latency,0,faulty,
13178,heap_free,192,faulty,0.075
13178,heap_used,7920,faulty,
13178,loop_latency,0,faulty,
13278,heap_free,192,faulty,0.075
13278,heap_used,7920,faulty,
13278,loop_latency,0,faulty,
13379,heap_free,192,faulty,0.075
13379,heap_used,7920,faulty,
13379,loop_latency,0,faulty,
13479,heap_free,192,faulty,0.075
13479,heap_used,7920,faulty,
13480,loop_latency,1,faulty,
13580,heap_free,192,faulty,0.075
13580,heap_used,7920,faulty,
13580,loop_latency,0,faulty,
13681,heap_free,192,faulty,0.075
13681,heap_used,7920,faulty,
13681,loop_latency,0,faulty,
13781,heap_free,192,faulty,0.075
13781,heap_used,7920,faulty,
13781,loop_latency,0,faulty,
13882,heap_free,192,faulty,0.075
13882,heap_used,7920,faulty,
13882,loop_latency,0,faulty,
13982,heap_free,192,faulty,0.075
13982,heap_used,7920,faulty,
13983,loop_latency,1,faulty,
14083,heap_free,192,faulty,0.075
14083,heap_used,7920,faulty,
14083,loop_latency,0,faulty,
14184,heap_free,192,faulty,0.075
14184,heap_used,7920,faulty,
14184,loop_latency,0,faulty,
14284,heap_free,192,faulty,0.075
14284,heap_used,7920,faulty,
14284,loop_latency,0,faulty,
14385,heap_free,192,faulty,0.075
14385,heap_used,7920,faulty,
14385,loop_latency,0,faulty,
14485,heap_free,192,faulty,0.075
14485,heap_used,7920,faulty,
14486,loop_latency,1,faulty,
14586,heap_free,192,faulty,0.075
14586,heap_used,7920,faulty,
14586,loop_latency,0,faulty,
14687,heap_free,192,faulty,0.075
14687,heap_used,7920,faulty,
14687,loop_latency,0,faulty,
14787,heap_free,192,faulty,0.075
14787,heap_used,7920,faulty,
14787,loop_latency,0,faulty,
14888,heap_free,192,faulty,0.075
14888,heap_used,7920,faulty,
14888,loop_latency,0,faulty,
14988,heap_free,192,faulty,0.075
14988,heap_used,7920,faulty,
14989,loop_latency,1,faulty,
15089,heap_free,192,faulty,0.075
15089,heap_used,7920,faulty,
15089,loop_latency,0,faulty,
15190,heap_free,192,faulty,0.075
15190,heap_used,7920,faulty,
15190,loop_latency,0,faulty,
15290,heap_free,192,faulty,0.075
15290,heap_used,7920,faulty,
15290,loop_latency,0,faulty,
15391,heap_free,192,faulty,0.075
15391,heap_used,7920,faulty,
15391,loop_latency,0,faulty,
15491,heap_free,192,faulty,0.075
15491,heap_used,7920,faulty,
15492,loop_latency,1,faulty,
15592,heap_free,192,faulty,0.075
15592,heap_used,7920,faulty,
15592,loop_latency,0,faulty,
15693,heap_free,192,faulty,0.075
15693,heap_used,7920,faulty,
15693,loop_latency,0,faulty,
15793,heap_free,192,faulty,0.075
15793,heap_used,7920,faulty,
15793,loop_latency,0,faulty,
15894,heap_free,192,faulty,0.075
15894,heap_used,7920,faulty,
15894,loop_latency,0,faulty,
15994,heap_free,192,faulty,0.075
15994,heap_used,7920,faulty,
15995,loop_latency,1,faulty,
16095,heap_free,192,faulty,0.075
16095,heap_used,7920,faulty,
16095,loop_latency,0,faulty,
16196,heap_free,192,faulty,0.075
16196,heap_used,7920,faulty,
16196,loop_latency,0,faulty,
16296,heap_free,192,faulty,0.075
16296,heap_used,7920,faulty,
16296,loop_latency,0,faulty,
16397,heap_free,192,faulty,0.075
16397,heap_used,7920,faulty,
16397,loop_latency,0,faulty,
16497,heap_free,192,faulty,0.075
16497,heap_used,7920,faulty,
16498,loop_latency,1,faulty,
16598,heap_free,192,faulty,0.075
16598,heap_used,7920,faulty,
16598,loop_latency,0,faulty,
16699,heap_free,192,faulty,0.075
16699,heap_used,7920,faulty,
16699,loop_latency,0,faulty,
16799,heap_free,192,faulty,0.075
16799,heap_used,7920,faulty,
16799,loop_latency,0,faulty,
16900,heap_free,192,faulty,0.075
16900,heap_used,7920,faulty,
16900,loop_latency,0,faulty,
17000,heap_free,192,faulty,0.075
17000,heap_used,7920,faulty,
17001,loop_latency,1,faulty,
17101,heap_free,192,faulty,0.075
17101,heap_used,7920,faulty,
17101,loop_latency,0,faulty,
17202,heap_free,192,faulty,0.075
17202,heap_used,7920,faulty,
17202,loop_latency,0,faulty,
17302,heap_free,192,faulty,0.075
17302,heap_used,7920,faulty,
17302,loop_latency,0,faulty,
17403,heap_free,192,faulty,0.075
17403,heap_used,7920,faulty,
17403,loop_latency,0,faulty,
17503,heap_free,192,faulty,0.075
17503,heap_used,7920,faulty,
17504,loop_latency,1,faulty,
17604,heap_free,192,faulty,0.075
17604,heap_used,7920,faulty,
17604,loop_latency,0,faulty,
17705,heap_free,192,faulty,0.075
17705,heap_used,7920,faulty,
17705,loop_latency,0,faulty,
17805,heap_free,192,faulty,0.075
17805,heap_used,7920,faulty,
17805,loop_latency,0,faulty,
17906,heap_free,192,faulty,0.075
17906,heap_used,7920,faulty,
17906,loop_latency,0,faulty,
18006,heap_free,192,faulty,0.075
18006,heap_used,7920,faulty,
18007,loop_latency,1,faulty,
18107,heap_free,192,faulty,0.075
18107,heap_used,7920,faulty,
18107,loop_latency,0,faulty,
18208,heap_free,192,faulty,0.075
18208,heap_used,7920,faulty,
18208,loop_latency,0,faulty,
18308,heap_free,192,faulty,0.075
18308,heap_used,7920,faulty,
18308,loop_latency,0,faulty,
18409,heap_free,192,faulty,0.075
18409,heap_used,7920,faulty,
18409,loop_latency,0,faulty,
18509,heap_free,192,faulty,0.075
18509,heap_used,7920,faulty,
18510,loop_latency,1,faulty,
18610,heap_free,192,faulty,0.075
18610,heap_used,7920,faulty,
18610,loop_latency,0,faulty,
18711,heap_free,192,faulty,0.075
18711,heap_used,7920,faulty,
18711,loop_latency,0,faulty,
18811,heap_free,192,faulty,0.075
18811,heap_used,7920,faulty,
